type,problem,answer,time
d,2626,174,146040
d,2627,174,155050
d,2628,172,167180
d,2629,172,151130
d,2630,173,148590
d,2631,173,141050
d,2632,174,172640
d,2633,168,153880
d,2634,174,134750
d,2635,173,130210
d,2636,173,131350
d,2637,173,102200
d,2638,174,149030
d,2639,168,157920
d,2640,173,139430
d,2641,174,147960
d,2642,174,124670
d,2643,172,118000
d,2644,173,146320
d,2645,173,156460
d,2646,173,154920
d,2647,174,165880
d,2648,174,154440
d,2649,175,150800
d,2650,173,146070
d,2651,173,141900
d,2652,173,140700
d,2653,174,137460
d,2654,174,147250
d,2655,175,131820
d,2656,169,154060
d,2657,174,145430
d,2658,172,152330
d,2659,173,141160
d,2660,173,147490
d,2661,174,145500
d,2662,174,131170
d,2663,174,137130
d,2664,175,141300
d,2665,173,160960
d,2666,173,142850
d,2667,174,139230
d,2668,174,108910
d,2669,174,162820
d,2670,175,149270
d,2671,175,141640
d,2672,174,153320
d,2673,174,158790
d,2674,174,140270
d,2675,173,113120
d,2676,174,120570
d,2677,174,157800
d,2678,175,166720
d,2679,175,157300
d,2680,173,160740
d,2681,173,181090
d,2682,174,147600
d,2683,174,155270
d,2684,175,158610
d,2685,175,120940
d,2686,175,132780
d,2687,174,134220
d,2688,174,139150
d,2689,174,128920
d,2690,175,151110
d,2691,175,152820
d,2692,174,138990
d,2693,175,136220
d,2694,175,136590
d,2695,173,141190
d,2696,174,120750
d,2697,174,147950
d,2698,174,156840
d,2699,175,139430
d,2700,175,134770
d,2701,176,113320
d,2702,177,138430
d,2703,178,172350
d,2704,179,154340
d,2705,180,143240
d,2706,181,128480
d,2707,182,146150
d,2708,183,135450
d,2709,184,164390
d,2710,185,156590
d,2711,186,172190
d,2712,174,162000
d,2713,175,148190
d,2714,183,149500
d,2715,184,128330
d,2716,185,154150
d,2717,186,164010
d,2718,177,154180
d,2719,178,132960
d,2720,179,128430
d,2721,184,189860
d,2722,185,143450
d,2723,186,173200
d,2724,183,156940
d,2725,184,159870
d,2726,185,154110
d,2727,186,151460
d,2728,185,168770
d,2729,186,149540
d,2730,183,161000
d,2731,184,149810
d,2732,185,148450
d,2733,186,150730
d,2734,187,167340
d,2735,178,168030
d,2736,179,138620
d,2737,184,138080
d,2738,177,107750
d,2739,178,174370
d,2740,179,149480
d,2741,184,149120
d,2742,185,166570
d,2743,186,144520
d,2744,183,168480
d,2745,184,142720
d,2746,185,174580
d,2747,184,156510
d,2748,185,155020
d,2749,186,117520
d,2750,187,147030
d,2751,184,139770
d,2752,185,147030
d,2753,177,141810
d,2754,178,166520
d,2755,178,146870
d,2756,179,131100
d,2757,180,151460
d,2758,185,146630
d,2759,183,155050
d,2760,184,159660
d,2761,184,141390
d,2762,185,135180
d,2763,186,135210
d,2764,185,131450
d,2765,186,143700
d,2766,184,149360
d,2767,184,151060
d,2768,185,139350
d,2769,186,128180
d,2770,178,142190
d,2771,179,114930
d,2772,179,154010
d,2773,185,159450
d,2774,185,148690
d,2775,178,146200
d,2776,184,162990
d,2777,185,162190
d,2778,185,152390
d,2779,186,156380
d,2780,186,147820
d,2781,184,161030
d,2782,184,118420
d,2783,185,138320
d,2784,185,161280
d,2785,186,156770
d,2786,187,146380
d,2787,179,130670
d,2788,185,151220
d,2789,185,151740
d,2790,178,130680
d,2791,179,185500
d,2792,179,205890
d,2793,185,142830
d,2794,186,158460
d,2795,186,134630
d,2796,184,146180
d,2797,185,139250
d,2798,185,168810
d,2799,185,153790
d,2800,186,131460
d,2801,186,129210
d,2802,187,152890
d,2803,185,146620
d,2804,185,155540
d,2805,178,151790
d,2806,179,171880
d,2807,179,167220
d,2808,180,156540
d,2809,180,156220
d,2810,186,140070
d,2811,184,151220
d,2812,185,180400
d,2813,185,208360
d,2814,186,177090
d,2815,186,170660
d,2816,186,156870
d,2817,187,147980
d,2818,185,221690
d,2819,185,165280
d,2820,186,146150
d,2821,186,170940
d,2822,179,153890
d,2823,180,181980
d,2824,180,184080
d,2825,186,181690
d,2826,186,168290
d,2827,179,171990
d,2828,185,188840
d,2829,186,157230
d,2830,186,153310
d,2831,187,145980
d,2832,187,150960
d,2833,185,167610
d,2834,185,173680
d,2835,186,169470
d,2836,186,125500
d,2837,187,143640
d,2838,187,153020
d,2839,180,150400
d,2840,186,172470
d,2841,186,167950
d,2842,179,189900
d,2843,180,169220
d,2844,180,159740
d,2845,186,152570
d,2846,187,147720
d,2847,187,152470
d,2848,185,123420
d,2849,186,140290
d,2850,186,151770
d,2851,186,154310
d,2852,187,155030
d,2853,187,152970
d,2854,188,130330
d,2855,189,139760
d,2856,190,139190
d,2857,191,126060
d,2858,192,151970
d,2859,180,156020
d,2860,181,152810
d,2861,189,163690
d,2862,190,113960
d,2863,191,154840
d,2864,192,175930
d,2865,186,166120
d,2866,187,153090
d,2867,187,152760
d,2868,190,116600
d,2869,191,162210
d,2870,192,158000
d,2871,189,175260
d,2872,190,168110
d,2873,191,160480
d,2874,192,161260
d,2875,191,167580
d,2876,192,167070
d,2877,189,158920
d,2878,190,145800
d,2879,191,142890
d,2880,192,153540
d,2881,193,133260
d,2882,192,154610
d,2883,193,155960
d,2884,190,150120
d,2885,191,128950
d,2886,192,141080
d,2887,193,146870
d,2888,190,163110
d,2889,191,161250
d,2890,192,152050
d,2891,189,138380
d,2892,190,150300
d,2893,191,169890
d,2894,190,169010
d,2895,191,170630
d,2896,192,166790
d,2897,193,156020
d,2898,190,151230
d,2899,191,163110
d,2900,190,161770
d,2901,191,184210
d,2902,192,182040
d,2903,193,184430
d,2904,194,164400
d,2905,195,163390
d,2906,189,163450
d,2907,190,156380
d,2908,190,152310
d,2909,191,118950
d,2910,192,157380
d,2911,195,166110
d,2912,196,159630
d,2913,190,155320
d,2914,190,176560
d,2915,191,163400
d,2916,192,172650
d,2917,191,209360
d,2918,196,179120
d,2919,197,160630
d,2920,191,155180
d,2921,195,142750
d,2922,196,144710
d,2923,190,176520
d,2924,191,199210
d,2925,197,190000
d,2926,198,172050
d,2927,195,170790
d,2928,196,177000
d,2929,190,190930
d,2930,191,140400
d,2931,191,155780
d,2932,192,161340
d,2933,193,129620
d,2934,196,140700
d,2935,197,175210
d,2936,191,169500
d,2937,191,157000
d,2938,196,158830
d,2939,197,132950
d,2940,191,148520
d,2941,195,183280
d,2942,196,159920
d,2943,190,169500
d,2944,196,124250
d,2945,197,165330
d,2946,191,159410
d,2947,192,179990
d,2948,196,192330
d,2949,197,130840
d,2950,196,170620
d,2951,197,119530
d,2952,191,222740
d,2953,192,248110
d,2954,192,167900
d,2955,197,162160
d,2956,195,128080
d,2957,196,172420
d,2958,196,204640
d,2959,197,158710
d,2960,191,155600
d,2961,197,145010
d,2962,198,153740
d,2963,196,136160
d,2964,196,157900
d,2965,197,150620
d,2966,191,136960
d,2967,197,148580
d,2968,198,146270
d,2969,192,183520
d,2970,197,169280
d,2971,197,168760
d,2972,198,159350
d,2973,196,118840
d,2974,197,150600
d,2975,197,166760
d,2976,198,170040
d,2977,198,171600
d,2978,196,161980
d,2979,196,159670
d,2980,197,170010
d,2981,197,188660
d,2982,198,165980
d,2983,192,170250
d,2984,198,162450
d,2985,197,150380
d,2986,197,155360
d,2987,197,157500
d,2988,198,167910
d,2989,192,173120
d,2990,197,130440
d,2991,198,160420
d,2992,198,152400
d,2993,196,158450
d,2994,197,160050
d,2995,197,155130
d,2996,197,165880
d,2997,198,144720
d,2998,198,152170
d,2999,199,162840
d,3000,197,163560
d,3001,197,143390
d,3002,197,153580
d,3003,198,137020
d,3004,198,154200
d,3005,199,168190
d,3006,193,184360
d,3007,198,186600
d,3008,196,174670
d,3009,197,134120
d,3010,197,136650
d,3011,198,171150
d,3012,198,168540
d,3013,198,174800
d,3014,199,245700
d,3015,197,183670
d,3016,197,178620
d,3017,198,212240
d,3018,198,143350
d,3019,198,173470
d,3020,199,189260
d,3021,199,172830
d,3022,198,211950
d,3023,198,168240
d,3024,198,155350
d,3025,197,169470
d,3026,198,170000
d,3027,198,184260
d,3028,199,148050
d,3029,199,137140
d,3030,197,151620
d,3031,197,171100
d,3032,198,174060
d,3033,198,152930
d,3034,199,144500
d,3035,199,158810
d,3036,199,153630
d,3037,198,173780
d,3038,198,164690
d,3039,198,170460
d,3040,199,192210
d,3041,199,203190
d,3042,198,179640
d,3043,199,170020
d,3044,199,168100
d,3045,197,170080
d,3046,198,123050
d,3047,198,163990
d,3048,198,168560
d,3049,199,160890
d,3050,199,169550
d,3051,200,159110
d,3052,201,155370
d,3053,202,156170
d,3054,203,161310
d,3055,204,172970
d,3056,205,161680
d,3057,206,150830
d,3058,207,154310
d,3059,208,137540
d,3060,209,173770
d,3061,210,163760
d,3062,198,150460
d,3063,199,180300
d,3064,207,157090
d,3065,208,154140
d,3066,209,164480
d,3067,210,171570
d,3068,201,162290
d,3069,202,163690
d,3070,203,162260
d,3071,208,154030
d,3072,209,178070
d,3073,210,170500
d,3074,207,155540
d,3075,208,155090
d,3076,209,163070
d,3077,210,176620
d,3078,209,164080
d,3079,210,172530
d,3080,207,151550
d,3081,208,169010
d,3082,209,184130
d,3083,210,170020
d,3084,211,185610
d,3085,202,133360
d,3086,203,166200
d,3087,208,122070
d,3088,201,180410
d,3089,202,178050
d,3090,203,166800
d,3091,208,167020
d,3092,209,176510
d,3093,210,173630
d,3094,207,175410
d,3095,208,206330
d,3096,209,166640
d,3097,208,200290
d,3098,209,176450
d,3099,210,176950
d,3100,211,175430
d,3101,208,158590
d,3102,209,130520
d,3103,201,164260
d,3104,202,176410
d,3105,202,170860
d,3106,203,166120
d,3107,204,139990
d,3108,209,174640
d,3109,207,154030
d,3110,208,165580
d,3111,208,178570
d,3112,209,157730
d,3113,210,274300
d,3114,209,186770
d,3115,210,228390
d,3116,208,168990
d,3117,208,151430
d,3118,209,209610
d,3119,210,178090
d,3120,202,198120
d,3121,203,173890
d,3122,203,188550
d,3123,209,195250
d,3124,209,180030
d,3125,202,187150
d,3126,208,205760
d,3127,209,179690
d,3128,209,183730
d,3129,210,180670
d,3130,210,150240
d,3131,208,155310
d,3132,208,177760
d,3133,209,179600
d,3134,209,179690
d,3135,210,182740
d,3136,211,143140
d,3137,203,198980
d,3138,209,174280
d,3139,209,183380
d,3140,202,158280
d,3141,203,139940
d,3142,203,169190
d,3143,209,158510
d,3144,210,163240
d,3145,210,179920
d,3146,208,180170
d,3147,209,182430
d,3148,209,153140
d,3149,209,182160
d,3150,210,182500
d,3151,210,177380
d,3152,211,160340
d,3153,209,191770
d,3154,209,167280
d,3155,202,173090
d,3156,203,175400
d,3157,203,172370
d,3158,204,162860
d,3159,204,150150
d,3160,210,185360
d,3161,208,163630
d,3162,209,192070
d,3163,209,181310
d,3164,210,154300
d,3165,210,192250
d,3166,210,178120
d,3167,211,186610
d,3168,209,144660
d,3169,209,165550
d,3170,210,166090
d,3171,210,181750
d,3172,203,175550
d,3173,204,179830
d,3174,204,171160
d,3175,210,144170
d,3176,210,159630
d,3177,203,188470
d,3178,209,200520
d,3179,210,157430
d,3180,210,158050
d,3181,211,148880
d,3182,211,180910
d,3183,209,173490
d,3184,209,167600
d,3185,210,165490
d,3186,210,174650
d,3187,211,200290
d,3188,211,185950
d,3189,204,201000
d,3190,210,132940
d,3191,210,193380
d,3192,203,190100
d,3193,204,191610
d,3194,204,153730
d,3195,210,173100
d,3196,211,160700
d,3197,211,178270
d,3198,209,184190
d,3199,210,179840
d,3200,210,168560
d,3201,210,159200
d,3202,211,168230
d,3203,211,178990
d,3204,212,172220
d,3205,213,189160
d,3206,214,186520
d,3207,215,132660
d,3208,216,178410
d,3209,204,174680
d,3210,205,189650
d,3211,213,218540
d,3212,214,147690
d,3213,215,165640
d,3214,216,193970
d,3215,210,174660
d,3216,211,160400
d,3217,211,185950
d,3218,214,156360
d,3219,215,164330
d,3220,216,182760
d,3221,213,186030
d,3222,214,188790
d,3223,215,180800
d,3224,216,205170
d,3225,215,184830
d,3226,216,178320
d,3227,213,196020
d,3228,214,166530
d,3229,215,168020
d,3230,216,177100
d,3231,217,163520
d,3232,216,185510
d,3233,217,178370
d,3234,214,167410
d,3235,215,148360
d,3236,216,164060
d,3237,217,173840
d,3238,214,193420
d,3239,215,180810
d,3240,216,176650
d,3241,213,163450
d,3242,214,191010
d,3243,215,173840
d,3244,214,176060
d,3245,215,183260
d,3246,216,167850
d,3247,217,180130
d,3248,214,184360
d,3249,215,182810
d,3250,214,169870
d,3251,215,159440
d,3252,216,157640
d,3253,217,176470
d,3254,218,190580
d,3255,219,181610
d,3256,213,183660
d,3257,214,182200
d,3258,214,180320
d,3259,215,190190
d,3260,216,180130
d,3261,219,170440
d,3262,220,153750
d,3263,214,241070
d,3264,214,232070
d,3265,215,200570
d,3266,216,175340
d,3267,215,165450
d,3268,220,193080
d,3269,221,177690
d,3270,215,174340
d,3271,219,143490
d,3272,220,169430
d,3273,214,175460
d,3274,215,180230
d,3275,221,190510
d,3276,222,184240
d,3277,219,148700
d,3278,220,174240
d,3279,214,194300
d,3280,215,177670
d,3281,215,178950
d,3282,216,181640
d,3283,217,184190
d,3284,220,171710
d,3285,221,193900
d,3286,215,163290
d,3287,215,204920
d,3288,220,158960
d,3289,221,210070
d,3290,215,234930
d,3291,219,217570
d,3292,220,237530
d,3293,214,212670
d,3294,220,195530
d,3295,221,177820
d,3296,215,161930
d,3297,216,219660
d,3298,220,176780
d,3299,221,188400
d,3300,220,180810
d,3301,221,141550
d,3302,215,189920
d,3303,216,182030
d,3304,216,204410
d,3305,221,184240
d,3306,219,181380
d,3307,220,174220
d,3308,220,191660
d,3309,221,178880
d,3310,215,174470
d,3311,221,178570
d,3312,222,202640
d,3313,220,175110
d,3314,220,179050
d,3315,221,228610
d,3316,215,224760
d,3317,221,238560
d,3318,222,171800
d,3319,216,182170
d,3320,221,208310
d,3321,221,176830
d,3322,222,213110
d,3323,220,207850
d,3324,221,219210
d,3325,221,205970
d,3326,222,193260
d,3327,222,172540
d,3328,220,178940
d,3329,220,184260
d,3330,221,172480
d,3331,221,182120
d,3332,222,181680
d,3333,216,132440
d,3334,222,194220
d,3335,221,206440
d,3336,221,184600
d,3337,221,187040
d,3338,222,173160
d,3339,216,174470
d,3340,221,194570
d,3341,222,199850
d,3342,222,169700
d,3343,220,193160
d,3344,221,184510
d,3345,221,188480
d,3346,221,183630
d,3347,222,186200
d,3348,222,147800
d,3349,223,186350
d,3350,221,176560
d,3351,221,164650
d,3352,221,169170
d,3353,222,156580
d,3354,222,173540
d,3355,223,186860
d,3356,217,188710
d,3357,222,189480
d,3358,220,165280
d,3359,221,153130
d,3360,221,230560
d,3361,222,202500
d,3362,222,164280
d,3363,222,170590
d,3364,223,174410
d,3365,221,165720
d,3366,221,198450
d,3367,222,185400
d,3368,222,173440
d,3369,222,134420
d,3370,223,184810
d,3371,223,187850
d,3372,222,196200
d,3373,222,159510
d,3374,222,166650
d,3375,221,158560
d,3376,222,184430
d,3377,222,191810
d,3378,223,189580
d,3379,223,170960
d,3380,221,156210
d,3381,221,191140
d,3382,222,190270
d,3383,222,207480
d,3384,223,173230
d,3385,223,178260
d,3386,223,188920
d,3387,222,191760
d,3388,222,175410
d,3389,222,170360
d,3390,223,175700
d,3391,223,140360
d,3392,222,195290
d,3393,223,198090
d,3394,223,145530
d,3395,221,182010
d,3396,222,182650
d,3397,222,205940
d,3398,222,187840
d,3399,223,180200
d,3400,223,150850
d,3401,224,173030
d,3402,225,192760
d,3403,226,203300
d,3404,227,178710
d,3405,228,160810
d,3406,229,172630
d,3407,230,184550
d,3408,231,196130
d,3409,232,173990
d,3410,233,162560
d,3411,234,241410
d,3412,222,171920
d,3413,223,215070
d,3414,231,229050
d,3415,232,257670
d,3416,233,187480
d,3417,234,172300
d,3418,225,198870
d,3419,226,204330
d,3420,227,212870
d,3421,232,215840
d,3422,233,191900
d,3423,234,222950
d,3424,231,214970
d,3425,232,169810
d,3426,233,182340
d,3427,234,153340
d,3428,233,190580
d,3429,234,193930
d,3430,231,187590
d,3431,232,184380
d,3432,233,153500
d,3433,234,146020
d,3434,235,206080
d,3435,226,238270
d,3436,227,206080
d,3437,232,193720
d,3438,225,208210
d,3439,226,189460
d,3440,227,173390
d,3441,232,173210
d,3442,233,194610
d,3443,234,196970
d,3444,231,179020
d,3445,232,160160
d,3446,233,174430
d,3447,232,171690
d,3448,233,195330
d,3449,234,180360
d,3450,235,186010
d,3451,232,136460
d,3452,233,178640
d,3453,225,197780
d,3454,226,190640
d,3455,226,192030
d,3456,227,140420
d,3457,228,198810
d,3458,233,184570
d,3459,231,195820
d,3460,232,229920
d,3461,232,220640
d,3462,233,214380
d,3463,234,195540
d,3464,233,170090
d,3465,234,163060
d,3466,232,170630
d,3467,232,182830
d,3468,233,198060
d,3469,234,185050
d,3470,226,167660
d,3471,227,172230
d,3472,227,155360
d,3473,233,192960
d,3474,233,193750
d,3475,226,183200
d,3476,232,177230
d,3477,233,180130
d,3478,233,156820
d,3479,234,187910
d,3480,234,226620
d,3481,232,185990
d,3482,232,150570
d,3483,233,179990
d,3484,233,191150
d,3485,234,216160
d,3486,235,207100
d,3487,227,214820
d,3488,233,201530
d,3489,233,197840
d,3490,226,190870
d,3491,227,175790
d,3492,227,181980
d,3493,233,192270
d,3494,234,226870
d,3495,234,162620
d,3496,232,171640
d,3497,233,197370
d,3498,233,197640
d,3499,233,220630
d,3500,234,157320
d,3501,234,189670
d,3502,235,200360
d,3503,233,196310
d,3504,233,208390
d,3505,226,143000
d,3506,227,209920
d,3507,227,184140
d,3508,228,196770
d,3509,228,225410
d,3510,234,200040
d,3511,232,233790
d,3512,233,208810
d,3513,233,199530
d,3514,234,207760
d,3515,234,259210
d,3516,234,206240
d,3517,235,209980
d,3518,233,211550
d,3519,233,199230
d,3520,234,208870
d,3521,234,221950
d,3522,227,222870
d,3523,228,207920
d,3524,228,208570
d,3525,234,190590
d,3526,234,185570
d,3527,227,213520
d,3528,233,182780
d,3529,234,196990
d,3530,234,197710
d,3531,235,190360
d,3532,235,221550
d,3533,233,216510
d,3534,233,186410
d,3535,234,191580
d,3536,234,179830
d,3537,235,173460
d,3538,235,206960
d,3539,228,199470
d,3540,234,159000
d,3541,234,170020
d,3542,227,151460
d,3543,228,189620
d,3544,228,201560
d,3545,234,204630
d,3546,235,156760
d,3547,235,203900
d,3548,233,189650
d,3549,234,199980
d,3550,234,188130
d,3551,234,155460
d,3552,235,179750
d,3553,235,205460
d,3554,236,194710
d,3555,237,179740
d,3556,238,186940
d,3557,239,162340
d,3558,240,198700
d,3559,228,180430
d,3560,229,233280
d,3561,237,208440
d,3562,238,164570
d,3563,239,227150
d,3564,240,202760
d,3565,234,173700
d,3566,235,154740
d,3567,235,195630
d,3568,238,187010
d,3569,239,190920
d,3570,240,199840
d,3571,237,144080
d,3572,238,213870
d,3573,239,181750
d,3574,240,225640
d,3575,239,185830
d,3576,240,186990
d,3577,237,192700
d,3578,238,190290
d,3579,239,188110
d,3580,240,183780
d,3581,241,183120
d,3582,240,184030
d,3583,241,192050
d,3584,238,198140
d,3585,239,192040
d,3586,240,176060
d,3587,241,159760
d,3588,238,194090
d,3589,239,189390
d,3590,240,154800
d,3591,237,183400
d,3592,238,164100
d,3593,239,189520
d,3594,238,222370
d,3595,239,155550
d,3596,240,189640
d,3597,241,178660
d,3598,238,196240
d,3599,239,206310
d,3600,238,171510
d,3601,239,183400
d,3602,240,150370
d,3603,241,203800
d,3604,242,205940
d,3605,243,185410
d,3606,237,162140
d,3607,238,217590
d,3608,238,209300
d,3609,239,204220
d,3610,240,220540
d,3611,243,212150
d,3612,244,232470
d,3613,238,206260
d,3614,238,213720
d,3615,239,184760
d,3616,240,183890
d,3617,239,211710
d,3618,244,199440
d,3619,245,221270
d,3620,239,236980
d,3621,243,217700
d,3622,244,246550
d,3623,238,206810
d,3624,239,178330
d,3625,245,151590
d,3626,246,203280
d,3627,243,194190
d,3628,244,203920
d,3629,238,207820
d,3630,239,199780
d,3631,239,190570
d,3632,240,231840
d,3633,241,231360
d,3634,244,221020
d,3635,245,203030
d,3636,239,200040
d,3637,239,191230
d,3638,244,196670
d,3639,245,174320
d,3640,239,192160
d,3641,243,206200
d,3642,244,201480
d,3643,238,165050
d,3644,244,192530
d,3645,245,207060
d,3646,239,202840
d,3647,240,193740
d,3648,244,160160
d,3649,245,213430
d,3650,244,198190
d,3651,245,196240
d,3652,239,226280
d,3653,240,154590
d,3654,240,193790
d,3655,245,210390
d,3656,243,226900
d,3657,244,227570
d,3658,244,219890
d,3659,245,206440
d,3660,239,214310
d,3661,245,195200
d,3662,246,187830
d,3663,244,196380
d,3664,244,186160
d,3665,245,212830
d,3666,239,182460
d,3667,245,182850
d,3668,246,198820
d,3669,240,203540
d,3670,245,200790
d,3671,245,189360
d,3672,246,234400
d,3673,244,181430
d,3674,245,223750
d,3675,245,221180
d,3676,246,208260
d,3677,246,214030
d,3678,244,213820
d,3679,244,214470
d,3680,245,208020
d,3681,245,211290
d,3682,246,220430
d,3683,240,196410
d,3684,246,194090
d,3685,245,197420
d,3686,245,215140
d,3687,245,193440
d,3688,246,226700
d,3689,240,153590
d,3690,245,211830
d,3691,246,208300
d,3692,246,206220
d,3693,244,203180
d,3694,245,170210
d,3695,245,199430
d,3696,245,204540
d,3697,246,205830
d,3698,246,199260
d,3699,247,185100
d,3700,245,208860
d,3701,245,206810
d,3702,245,231700
d,3703,246,241050
d,3704,246,219220
d,3705,247,199590
d,3706,241,198480
d,3707,246,169150
d,3708,244,196830
d,3709,245,232890
d,3710,245,192980
d,3711,246,186550
d,3712,246,236410
d,3713,246,226510
d,3714,247,287730
d,3715,245,208110
d,3716,245,211890
d,3717,246,205540
d,3718,246,222430
d,3719,246,219080
d,3720,247,206270
d,3721,247,197730
d,3722,246,201320
d,3723,246,221970
d,3724,246,213320
d,3725,245,207390
d,3726,246,174250
d,3727,246,211630
d,3728,247,204060
d,3729,247,179260
d,3730,245,187830
d,3731,245,190230
d,3732,246,224520
d,3733,246,205830
d,3734,247,213380
d,3735,247,158790
d,3736,247,210140
d,3737,246,215690
d,3738,246,194790
d,3739,246,202530
d,3740,247,201390
d,3741,247,209930
d,3742,246,219940
d,3743,247,200820
d,3744,247,205980
d,3745,245,196290
d,3746,246,212450
d,3747,246,217000
d,3748,246,203320
d,3749,247,203850
d,3750,247,220440
d,3751,248,199610
d,3752,249,203040
d,3753,250,203140
d,3754,251,174270
d,3755,252,208220
d,3756,253,223280
d,3757,254,167790
d,3758,255,187980
d,3759,256,173980
d,3760,257,208220
d,3761,258,198500
d,3762,246,194250
d,3763,247,195890
d,3764,255,199330
d,3765,256,206580
d,3766,257,200370
d,3767,258,184160
d,3768,249,204680
d,3769,250,216720
d,3770,251,207770
d,3771,256,195800
d,3772,257,214030
d,3773,258,202240
d,3774,255,223450
d,3775,256,221130
d,3776,257,188840
d,3777,258,195560
d,3778,257,205980
d,3779,258,209580
d,3780,255,205850
d,3781,256,192710
d,3782,257,216030
d,3783,258,227510
d,3784,259,188210
d,3785,250,187720
d,3786,251,166210
d,3787,256,238380
d,3788,249,260960
d,3789,250,209080
d,3790,251,182770
d,3791,256,187660
d,3792,257,210830
d,3793,258,226640
d,3794,255,218650
d,3795,256,201810
d,3796,257,203140
d,3797,256,222020
d,3798,257,210100
d,3799,258,213040
d,3800,259,185960
d,3801,256,204060
d,3802,257,199580
d,3803,249,187280
d,3804,250,195130
d,3805,250,210820
d,3806,251,212770
d,3807,252,199800
d,3808,257,158990
d,3809,255,252130
d,3810,256,247830
d,3811,256,219050
d,3812,257,203870
d,3813,258,221960
d,3814,257,245500
d,3815,258,221590
d,3816,256,212270
d,3817,256,193200
d,3818,257,195860
d,3819,258,222480
d,3820,250,236320
d,3821,251,207790
d,3822,251,191780
d,3823,257,206250
d,3824,257,362290
d,3825,250,200250
d,3826,256,201040
d,3827,257,197540
d,3828,257,186930
d,3829,258,257880
d,3830,258,222130
d,3831,256,205150
d,3832,256,190880
d,3833,257,224170
d,3834,257,208550
d,3835,258,220730
d,3836,259,217100
d,3837,251,172470
d,3838,257,223770
d,3839,257,225400
d,3840,250,221500
d,3841,251,171930
d,3842,251,207670
d,3843,257,212750
d,3844,258,219100
d,3845,258,182040
d,3846,256,217290
d,3847,257,219070
d,3848,257,214800
d,3849,257,207760
d,3850,258,216030
d,3851,258,217510
d,3852,259,225430
d,3853,257,227670
d,3854,257,194430
d,3855,250,202880
d,3856,251,217190
d,3857,251,221320
d,3858,252,203390
d,3859,252,161260
d,3860,258,223030
d,3861,256,223810
d,3862,257,200780
d,3863,257,232850
d,3864,258,216640
d,3865,258,229570
d,3866,258,205340
d,3867,259,169820
d,3868,257,212630
d,3869,257,234280
d,3870,258,203230
d,3871,258,187680
d,3872,251,189800
d,3873,252,176710
d,3874,252,223110
d,3875,258,218110
d,3876,258,221530
d,3877,251,221540
d,3878,257,226100
d,3879,258,208520
d,3880,258,195120
d,3881,259,194810
d,3882,259,218530
d,3883,257,227910
d,3884,257,210710
d,3885,258,168200
d,3886,258,202290
d,3887,259,217440
d,3888,259,229230
d,3889,252,227080
d,3890,258,201310
d,3891,258,225050
d,3892,251,211720
d,3893,252,209330
d,3894,252,196870
d,3895,258,203850
d,3896,259,206090
d,3897,259,222010
d,3898,257,231410
d,3899,258,220620
d,3900,258,230400
d,3901,258,241870
d,3902,259,171640
d,3903,259,208670
d,3904,260,179090
d,3905,261,207530
d,3906,262,204700
d,3907,263,197570
d,3908,264,202830
d,3909,252,246840
d,3910,253,218480
d,3911,261,244110
d,3912,262,210750
d,3913,263,222790
d,3914,264,281090
d,3915,258,215790
d,3916,259,228650
d,3917,259,202260
d,3918,262,215990
d,3919,263,220100
d,3920,264,238470
d,3921,261,219380
d,3922,262,201930
d,3923,263,219560
d,3924,264,215070
d,3925,263,218260
d,3926,264,174060
d,3927,261,211900
d,3928,262,227410
d,3929,263,220890
d,3930,264,223030
d,3931,265,230190
d,3932,264,242840
d,3933,265,220530
d,3934,262,214420
d,3935,263,180040
d,3936,264,217890
d,3937,265,238370
d,3938,262,212160
d,3939,263,207310
d,3940,264,208320
d,3941,261,218130
d,3942,262,236610
d,3943,263,208430
d,3944,262,172790
d,3945,263,217500
d,3946,264,221660
d,3947,265,220750
d,3948,262,189090
d,3949,263,179600
d,3950,262,203010
d,3951,263,220810
d,3952,264,255000
d,3953,265,232470
d,3954,266,233840
d,3955,267,212780
d,3956,261,188550
d,3957,262,200430
d,3958,262,329830
d,3959,263,241970
d,3960,264,317530
d,3961,267,286600
d,3962,268,230050
d,3963,262,221550
d,3964,262,193660
d,3965,263,272800
d,3966,264,262950
d,3967,263,235470
d,3968,268,282470
d,3969,269,352190
d,3970,263,269740
d,3971,267,282210
d,3972,268,276310
d,3973,262,268580
d,3974,263,237260
d,3975,269,249060
d,3976,270,243510
d,3977,267,260510
d,3978,268,225830
d,3979,262,214280
d,3980,263,232620
d,3981,263,210670
d,3982,264,217420
d,3983,265,175180
d,3984,268,206560
d,3985,269,226630
d,3986,263,218890
d,3987,263,213260
d,3988,268,188010
d,3989,269,237130
d,3990,263,231830
d,3991,267,270400
d,3992,268,244670
d,3993,262,242810
d,3994,268,200590
d,3995,269,214040
d,3996,263,216520
d,3997,264,205360
d,3998,268,231170
d,3999,269,206960
d,4000,268,207950
d,4001,269,201690
d,4002,263,263180
d,4003,264,244060
d,4004,264,259820
d,4005,269,377740
d,4006,267,423400
d,4007,268,367790
d,4008,268,317650
d,4009,269,285470
d,4010,263,321910
d,4011,269,255740
d,4012,270,290370
d,4013,268,297510
d,4014,268,212910
d,4015,269,228020
d,4016,263,248410
d,4017,269,222290
d,4018,270,231130
d,4019,264,231690
d,4020,269,229780
d,4021,269,230120
d,4022,270,178440
d,4023,268,227540
d,4024,269,231320
