type,problem,answer,time,,type,problem,answer,time,,,,,,,,,,type,problem,answer,time,,type,problem,answer,time
d,1147,73,37,,d,1147,73,37,,,,,,,,,,,,,,,,,,
d,1148,70,36,,d,1148,70,36,,,,,,,,,,,,,,,,,,
d,1149,71,36,,d,1149,71,36,,,,,,,,,,,,,,,,,,
d,1150,70,36,,d,1150,70,36,,,,,,,,,,,,,,,,,,
d,1151,71,37,,d,1151,71,37,,,,,,,,,,,,,,,,,,
d,1152,72,37,,d,1152,72,37,,,,,,,,,,,,,,,,,,
d,1153,73,37,,d,1153,73,37,,,,,,,,,,,,,,,,,,
d,1154,74,37,,d,1154,74,37,,,,,,,,,,,,,,,,,,
d,1155,75,37,,d,1155,75,37,,,,,,,,,,,,,,,,,,
d,1156,69,36,,d,1156,69,36,,,,,,,,,,,,,,,,,,
d,1157,70,37,,d,1157,70,37,,,,,,,,,,,,,,,,,,
d,1158,70,37,,d,1158,70,37,,,,,,,,,,,,,,,,,,
d,1159,71,37,,d,1159,71,37,,,,,,,,,,,,,,,,,,
d,1160,72,37,,d,1160,72,37,,,,,,,,,,,,,,,,,,
d,1161,75,36,,d,1161,75,36,,,,,,,,,,,,,,,,,,
d,1162,76,37,,d,1162,76,37,,,,,,,,,,,,,,,,,,
d,1163,70,37,,d,1163,70,37,,,,,,,,,,,,,,,,,,
d,1164,70,37,,d,1164,70,37,,,,,,,,,,,,,,,,,,
d,1165,71,37,,d,1165,71,37,,,,,,,,,,,,,,,,,,
d,1166,72,68,,d,1166,72,68,,,,,,,,,,,,,,,,,,
d,1167,71,37,,d,1167,71,37,,,,,,,,,,,,,,,,,,
d,1168,76,42,,d,1168,76,42,,,,,,,,,,,,,,,,,,
d,1169,77,37,,d,1169,77,37,,,,,,,,,,,,,,,,,,
d,1170,71,37,,d,1170,71,37,,,,,,,,,,,,,,,,,,
d,1171,75,37,,d,1171,75,37,,,,,,,,,,,,,,,,,,
d,1172,76,38,,d,1172,76,38,,,,,,,,,,,,,,,,,,
d,1173,70,37,,d,1173,70,37,,,,,,,,,,,,,,,,,,
d,1174,71,37,,d,1174,71,37,,,,,,,,,,,,,,,,,,
d,1175,77,46,,d,1175,77,46,,,,,,,,,,,,,,,,,,
d,1176,78,37,,d,1176,78,37,,,,,,,,,,,,,,,,,,
d,1177,75,58,,d,1177,75,58,,,,,,,,,,,,,,,,,,
d,1178,76,37,,d,1178,76,37,,,,,,,,,,,,,,,,,,
d,1179,70,37,,d,1179,70,37,,,,,,,,,,,,,,,,,,
d,1180,71,38,,d,1180,71,38,,,,,,,,,,,,,,,,,,
d,1181,71,37,,d,1181,71,37,,,,,,,,,,,,,,,,,,
d,1182,72,38,,d,1182,72,38,,,,,,,,,,,,,,,,,,
d,1183,73,38,,d,1183,73,38,,,,,,,,,,,,,,,,,,
d,1184,76,38,,d,1184,76,38,,,,,,,,,,,,,,,,,,
d,1185,77,38,,d,1185,77,38,,,,,,,,,,,,,,,,,,
d,1186,71,38,,d,1186,71,38,,,,,,,,,,,,,,,,,,
d,1187,71,37,,d,1187,71,37,,,,,,,,,,,,,,,,,,
d,1188,76,38,,d,1188,76,38,,,,,,,,,,,,,,,,,,
d,1189,77,38,,d,1189,77,38,,,,,,,,,,,,,,,,,,
d,1190,71,38,,d,1190,71,38,,,,,,,,,,,,,,,,,,
d,1191,75,38,,d,1191,75,38,,,,,,,,,,,,,,,,,,
d,1192,76,51,,d,1192,76,51,,,,,,,,,,,,,,,,,,
d,1193,70,38,,d,1193,70,38,,,,,,,,,,,,,,,,,,
d,1194,76,39,,d,1194,76,39,,,,,,,,,,,,,,,,,,
d,1195,77,38,,d,1195,77,38,,,,,,,,,,,,,,,,,,
d,1196,71,38,,d,1196,71,38,,,,,,,,,,,,,,,,,,
d,1197,72,38,,d,1197,72,38,,,,,,,,,,,,,,,,,,
d,1198,76,38,,d,1198,76,38,,,,,,,,,,,,,,,,,,
d,1199,77,38,,d,1199,77,38,,,,,,,,,,,,,,,,,,
d,1200,76,38,,d,1200,76,38,,,,,,,,,,,,,,,,,,
d,1201,77,38,,d,1201,77,38,,,,,,,,,,,,,,,,,,
d,1202,71,38,,d,1202,71,38,,,,,,,,,,,,,,,,,,
d,1203,72,38,,d,1203,72,38,,,,,,,,,,,,,,,,,,
d,1204,72,38,,d,1204,72,38,,,,,,,,,,,,,,,,,,
d,1205,77,38,,d,1205,77,38,,,,,,,,,,,,,,,,,,
d,1206,75,38,,d,1206,75,38,,,,,,,,,,,,,,,,,,
d,1207,76,38,,d,1207,76,38,,,,,,,,,,,,,,,,,,
d,1208,76,38,,d,1208,76,38,,,,,,,,,,,,,,,,,,
d,1209,77,39,,d,1209,77,39,,,,,,,,,,,,,,,,,,
d,1210,71,39,,d,1210,71,39,,,,,,,,,,,,,,,,,,
d,1211,77,39,,d,1211,77,39,,,,,,,,,,,,,,,,,,
d,1212,78,39,,d,1212,78,39,,,,,,,,,,,,,,,,,,
d,1213,76,39,,d,1213,76,39,,,,,,,,,,,,,,,,,,
d,1214,76,39,,d,1214,76,39,,,,,,,,,,,,,,,,,,
d,1215,77,39,,d,1215,77,39,,,,,,,,,,,,,,,,,,
d,1216,71,39,,d,1216,71,39,,,,,,,,,,,,,,,,,,
d,1217,77,39,,d,1217,77,39,,,,,,,,,,,,,,,,,,
d,1218,78,42,,d,1218,78,42,,,,,,,,,,,,,,,,,,
d,1219,72,39,,d,1219,72,39,,,,,,,,,,,,,,,,,,
d,1220,77,39,,d,1220,77,39,,,,,,,,,,,,,,,,,,
d,1221,77,39,,d,1221,77,39,,,,,,,,,,,,,,,,,,
d,1222,78,44,,d,1222,78,44,,,,,,,,,,,,,,,,,,
d,1223,76,39,,d,1223,76,39,,,,,,,,,,,,,,,,,,
d,1224,77,39,,d,1224,77,39,,,,,,,,,,,,,,,,,,
d,1225,77,39,,d,1225,77,39,,,,,,,,,,,,,,,,,,
d,1226,78,39,,d,1226,78,39,,,,,,,,,,,,,,,,,,
d,1227,78,39,,d,1227,78,39,,,,,,,,,,,,,,,,,,
d,1228,76,39,,d,1228,76,39,,,,,,,,,,,,,,,,,,
d,1229,76,62,,d,1229,76,62,,,,,,,,,,,,,,,,,,
d,1230,77,39,,d,1230,77,39,,,,,,,,,,,,,,,,,,
d,1231,77,39,,d,1231,77,39,,,,,,,,,,,,,,,,,,
d,1232,78,39,,d,1232,78,39,,,,,,,,,,,,,,,,,,
d,1233,72,39,,d,1233,72,39,,,,,,,,,,,,,,,,,,
d,1234,78,40,,d,1234,78,40,,,,,,,,,,,,,,,,,,
d,1235,77,39,,d,1235,77,39,,,,,,,,,,,,,,,,,,
d,1236,77,39,,d,1236,77,39,,,,,,,,,,,,,,,,,,
d,1237,77,39,,d,1237,77,39,,,,,,,,,,,,,,,,,,
d,1238,78,40,,d,1238,78,40,,,,,,,,,,,,,,,,,,
d,1239,72,40,,d,1239,72,40,,,,,,,,,,,,,,,,,,
d,1240,77,40,,d,1240,77,40,,,,,,,,,,,,,,,,,,
d,1241,78,40,,d,1241,78,40,,,,,,,,,,,,,,,,,,
d,1242,78,40,,d,1242,78,40,,,,,,,,,,,,,,,,,,
d,1243,76,40,,d,1243,76,40,,,,,,,,,,,,,,,,,,
d,1244,77,40,,d,1244,77,40,,,,,,,,,,,,,,,,,,
d,1245,77,40,,d,1245,77,40,,,,,,,,,,,,,,,,,,
d,1246,77,40,,d,1246,77,40,,,,,,,,,,,,,,,,,,
d,1247,78,41,,d,1247,78,41,,,,,,,,,,,,,,,,,,
d,1248,78,41,,d,1248,78,41,,,,,,,,,,,,,,,,,,
d,1249,79,40,,d,1249,79,40,,,,,,,,,,,,,,,,,,
d,1250,77,40,,d,1250,77,40,,,,,,,,,,,,,,,,,,
d,1251,77,49,,d,1251,77,49,,,,,,,,,,,,,,,,,,
d,1252,77,40,,d,1252,77,40,,,,,,,,,,,,,,,,,,
d,1253,78,40,,d,1253,78,40,,,,,,,,,,,,,,,,,,
d,1254,78,40,,d,1254,78,40,,,,,,,,,,,,,,,,,,
d,1255,79,40,,d,1255,79,40,,,,,,,,,,,,,,,,,,
d,1256,73,40,,d,1256,73,40,,,,,,,,,,,,,,,,,,
d,1257,78,41,,d,1257,78,41,,,,,,,,,,,,,,,,,,
d,1258,76,40,,d,1258,76,40,,,,,,,,,,,,,,,,,,
d,1259,77,40,,d,1259,77,40,,,,,,,,,,,,,,,,,,
d,1260,77,40,,d,1260,77,40,,,,,,,,,,,,,,,,,,
d,1261,78,40,,d,1261,78,40,,,,,,,,,,,,,,,,,,
d,1262,78,40,,d,1262,78,40,,,,,,,,,,,,,,,,,,
d,1263,78,41,,d,1263,78,41,,,,,,,,,,,,,,,,,,
d,1264,79,40,,d,1264,79,40,,,,,,,,,,,,,,,,,,
d,1265,77,40,,d,1265,77,40,,,,,,,,,,,,,,,,,,
d,1266,77,40,,d,1266,77,40,,,,,,,,,,,,,,,,,,
d,1267,78,52,,d,1267,78,52,,,,,,,,,,,,,,,,,,
d,1268,78,43,,d,1268,78,43,,,,,,,,,,,,,,,,,,
d,1269,78,41,,d,1269,78,41,,,,,,,,,,,,,,,,,,
d,1270,79,41,,d,1270,79,41,,,,,,,,,,,,,,,,,,
d,1271,79,42,,d,1271,79,42,,,,,,,,,,,,,,,,,,
d,1272,78,42,,d,1272,78,42,,,,,,,,,,,,,,,,,,
d,1273,78,41,,d,1273,78,41,,,,,,,,,,,,,,,,,,
d,1274,78,41,,d,1274,78,41,,,,,,,,,,,,,,,,,,
d,1275,77,44,,d,1275,77,44,,,,,,,,,,,,,,,,,,
d,1276,78,42,,d,1276,78,42,,,,,,,,,,,,,,,,,,
d,1277,78,41,,d,1277,78,41,,,,,,,,,,,,,,,,,,
d,1278,79,42,,d,1278,79,42,,,,,,,,,,,,,,,,,,
d,1279,79,41,,d,1279,79,41,,,,,,,,,,,,,,,,,,
d,1280,77,42,,d,1280,77,42,,,,,,,,,,,,,,,,,,
d,1281,77,41,,d,1281,77,41,,,,,,,,,,,,,,,,,,
d,1282,78,42,,d,1282,78,42,,,,,,,,,,,,,,,,,,
d,1283,78,41,,d,1283,78,41,,,,,,,,,,,,,,,,,,
d,1284,79,57,,d,1284,79,57,,,,,,,,,,,,,,,,,,
d,1285,79,73,,d,1285,79,73,,,,,,,,,,,,,,,,,,
d,1286,79,46,,d,1286,79,46,,,,,,,,,,,,,,,,,,
d,1287,78,41,,d,1287,78,41,,,,,,,,,,,,,,,,,,
d,1288,78,42,,d,1288,78,42,,,,,,,,,,,,,,,,,,
d,1289,78,45,,d,1289,78,45,,,,,,,,,,,,,,,,,,
d,1290,79,41,,d,1290,79,41,,,,,,,,,,,,,,,,,,
d,1291,79,41,,d,1291,79,41,,,,,,,,,,,,,,,,,,
d,1292,78,42,,d,1292,78,42,,,,,,,,,,,,,,,,,,
d,1293,79,41,,d,1293,79,41,,,,,,,,,,,,,,,,,,
d,1294,79,44,,d,1294,79,44,,,,,,,,,,,,,,,,,,
d,1295,77,43,,d,1295,77,43,,,,,,,,,,,,,,,,,,
d,1296,78,41,,d,1296,78,41,,,,,,,,,,,,,,,,,,
d,1297,78,42,,d,1297,78,42,,,,,,,,,,,,,,,,,,
d,1298,78,43,,d,1298,78,43,,,,,,,,,,,,,,,,,,
d,1299,79,44,,d,1299,79,44,,,,,,,,,,,,,,,,,,
d,1300,79,44,,d,1300,79,44,,,,,,,,,,,,,,,,,,
d,1301,80,44,,d,1301,80,44,,,,,,,,,,,,,,,,,,
d,1302,81,44,,d,1302,81,44,,,,,,,,,,,,,,,,,,
d,1303,82,46,,d,1303,82,46,,,,,,,,,,,,,,,,,,
d,1304,83,44,,d,1304,83,44,,,,,,,,,,,,,,,,,,
d,1305,84,44,,d,1305,84,44,,,,,,,,,,,,,,,,,,
d,1306,85,44,,d,1306,85,44,,,,,,,,,,,,,,,,,,
d,1307,86,43,,d,1307,86,43,,,,,,,,,,,,,,,,,,
d,1308,87,44,,d,1308,87,44,,,,,,,,,,,,,,,,,,
d,1309,88,44,,d,1309,88,44,,,,,,,,,,,,,,,,,,
d,1310,89,44,,d,1310,89,44,,,,,,,,,,,,,,,,,,
d,1311,90,42,,d,1311,90,42,,,,,,,,,,,,,,,,,,
d,1312,78,44,,d,1312,78,44,,,,,,,,,,,,,,,,,,
d,1313,79,43,,d,1313,79,43,,,,,,,,,,,,,,,,,,
d,1314,87,44,,d,1314,87,44,,,,,,,,,,,,,,,,,,
d,1315,88,44,,d,1315,88,44,,,,,,,,,,,,,,,,,,
d,1316,89,44,,d,1316,89,44,,,,,,,,,,,,,,,,,,
d,1317,90,44,,d,1317,90,44,,,,,,,,,,,,,,,,,,
d,1318,81,48,,d,1318,81,48,,,,,,,,,,,,,,,,,,
d,1319,82,44,,d,1319,82,44,,,,,,,,,,,,,,,,,,
d,1320,83,45,,d,1320,83,45,,,,,,,,,,,,,,,,,,
d,1321,88,44,,d,1321,88,44,,,,,,,,,,,,,,,,,,
d,1322,89,45,,d,1322,89,45,,,,,,,,,,,,,,,,,,
d,1323,90,45,,d,1323,90,45,,,,,,,,,,,,,,,,,,
d,1324,87,45,,d,1324,87,45,,,,,,,,,,,,,,,,,,
d,1325,88,45,,d,1325,88,45,,,,,,,,,,,,,,,,,,
d,1326,89,45,,d,1326,89,45,,,,,,,,,,,,,,,,,,
d,1327,90,45,,d,1327,90,45,,,,,,,,,,,,,,,,,,
d,1328,89,45,,d,1328,89,45,,,,,,,,,,,,,,,,,,
d,1329,90,45,,d,1329,90,45,,,,,,,,,,,,,,,,,,
d,1330,87,45,,d,1330,87,45,,,,,,,,,,,,,,,,,,
d,1331,88,45,,d,1331,88,45,,,,,,,,,,,,,,,,,,
d,1332,89,43,,d,1332,89,43,,,,,,,,,,,,,,,,,,
d,1333,90,46,,d,1333,90,46,,,,,,,,,,,,,,,,,,
d,1334,91,46,,d,1334,91,46,,,,,,,,,,,,,,,,,,
d,1335,82,45,,d,1335,82,45,,,,,,,,,,,,,,,,,,
d,1336,83,45,,d,1336,83,45,,,,,,,,,,,,,,,,,,
d,1337,88,44,,d,1337,88,44,,,,,,,,,,,,,,,,,,
d,1338,81,44,,d,1338,81,44,,,,,,,,,,,,,,,,,,
d,1339,82,45,,d,1339,82,45,,,,,,,,,,,,,,,,,,
d,1340,83,46,,d,1340,83,46,,,,,,,,,,,,,,,,,,
d,1341,88,45,,d,1341,88,45,,,,,,,,,,,,,,,,,,
d,1342,89,46,,d,1342,89,46,,,,,,,,,,,,,,,,,,
d,1343,90,45,,d,1343,90,45,,,,,,,,,,,,,,,,,,
d,1344,87,46,,d,1344,87,46,,,,,,,,,,,,,,,,,,
d,1345,88,46,,d,1345,88,46,,,,,,,,,,,,,,,,,,
d,1346,89,46,,d,1346,89,46,,,,,,,,,,,,,,,,,,
d,1347,88,45,,d,1347,88,45,,,,,,,,,,,,,,,,,,
d,1348,89,45,,d,1348,89,45,,,,,,,,,,,,,,,,,,
d,1349,90,46,,d,1349,90,46,,,,,,,,,,,,,,,,,,
d,1350,91,45,,d,1350,91,45,,,,,,,,,,,,,,,,,,
d,1351,88,45,,d,1351,88,45,,,,,,,,,,,,,,,,,,
d,1352,89,46,,d,1352,89,46,,,,,,,,,,,,,,,,,,
d,1353,81,47,,d,1353,81,47,,,,,,,,,,,,,,,,,,
d,1354,82,45,,d,1354,82,45,,,,,,,,,,,,,,,,,,
d,1355,82,45,,d,1355,82,45,,,,,,,,,,,,,,,,,,
d,1356,83,46,,d,1356,83,46,,,,,,,,,,,,,,,,,,
d,1357,84,46,,d,1357,84,46,,,,,,,,,,,,,,,,,,
d,1358,89,46,,d,1358,89,46,,,,,,,,,,,,,,,,,,
d,1359,87,44,,d,1359,87,44,,,,,,,,,,,,,,,,,,
d,1360,88,44,,d,1360,88,44,,,,,,,,,,,,,,,,,,
d,1361,88,43,,d,1361,88,43,,,,,,,,,,,,,,,,,,
d,1362,89,43,,d,1362,89,43,,,,,,,,,,,,,,,,,,
d,1363,90,45,,d,1363,90,45,,,,,,,,,,,,,,,,,,
d,1364,89,43,,d,1364,89,43,,,,,,,,,,,,,,,,,,
d,1365,90,45,,d,1365,90,45,,,,,,,,,,,,,,,,,,
d,1366,88,45,,d,1366,88,45,,,,,,,,,,,,,,,,,,
d,1367,88,45,,d,1367,88,45,,,,,,,,,,,,,,,,,,
d,1368,89,45,,d,1368,89,45,,,,,,,,,,,,,,,,,,
d,1369,90,44,,d,1369,90,44,,,,,,,,,,,,,,,,,,
d,1370,82,43,,d,1370,82,43,,,,,,,,,,,,,,,,,,
d,1371,83,45,,d,1371,83,45,,,,,,,,,,,,,,,,,,
d,1372,83,43,,d,1372,83,43,,,,,,,,,,,,,,,,,,
d,1373,89,44,,d,1373,89,44,,,,,,,,,,,,,,,,,,
d,1374,89,53,,d,1374,89,53,,,,,,,,,,,,,,,,,,
d,1375,82,44,,d,1375,82,44,,,,,,,,,,,,,,,,,,
d,1376,88,45,,d,1376,88,45,,,,,,,,,,,,,,,,,,
d,1377,89,44,,d,1377,89,44,,,,,,,,,,,,,,,,,,
d,1378,89,45,,d,1378,89,45,,,,,,,,,,,,,,,,,,
d,1379,90,44,,d,1379,90,44,,,,,,,,,,,,,,,,,,
d,1380,90,44,,d,1380,90,44,,,,,,,,,,,,,,,,,,
d,1381,88,44,,d,1381,88,44,,,,,,,,,,,,,,,,,,
d,1382,88,46,,d,1382,88,46,,,,,,,,,,,,,,,,,,
d,1383,89,44,,d,1383,89,44,,,,,,,,,,,,,,,,,,
d,1384,89,45,,d,1384,89,45,,,,,,,,,,,,,,,,,,
d,1385,90,44,,d,1385,90,44,,,,,,,,,,,,,,,,,,
d,1386,91,63,,d,1386,91,63,,,,,,,,,,,,,,,,,,
d,1387,83,44,,d,1387,83,44,,,,,,,,,,,,,,,,,,
d,1388,89,44,,d,1388,89,44,,,,,,,,,,,,,,,,,,
d,1389,89,44,,d,1389,89,44,,,,,,,,,,,,,,,,,,
d,1390,82,44,,d,1390,82,44,,,,,,,,,,,,,,,,,,
d,1391,83,44,,d,1391,83,44,,,,,,,,,,,,,,,,,,
d,1392,83,50,,d,1392,83,50,,,,,,,,,,,,,,,,,,
d,1393,89,44,,d,1393,89,44,,,,,,,,,,,,,,,,,,
d,1394,90,45,,d,1394,90,45,,,,,,,,,,,,,,,,,,
d,1395,90,46,,d,1395,90,46,,,,,,,,,,,,,,,,,,
d,1396,88,46,,d,1396,88,46,,,,,,,,,,,,,,,,,,
d,1397,89,47,,d,1397,89,47,,,,,,,,,,,,,,,,,,
d,1398,89,45,,d,1398,89,45,,,,,,,,,,,,,,,,,,
d,1399,89,45,,d,1399,89,45,,,,,,,,,,,,,,,,,,
d,1400,90,45,,d,1400,90,45,,,,,,,,,,,,,,,,,,
d,1401,90,57,,d,1401,90,57,,,,,,,,,,,,,,,,,,
d,1402,91,45,,d,1402,91,45,,,,,,,,,,,,,,,,,,
d,1403,89,45,,d,1403,89,45,,,,,,,,,,,,,,,,,,
d,1404,89,45,,d,1404,89,45,,,,,,,,,,,,,,,,,,
d,1405,82,45,,d,1405,82,45,,,,,,,,,,,,,,,,,,
d,1406,83,45,,d,1406,83,45,,,,,,,,,,,,,,,,,,
d,1407,83,46,,d,1407,83,46,,,,,,,,,,,,,,,,,,
d,1408,84,45,,d,1408,84,45,,,,,,,,,,,,,,,,,,
d,1409,84,45,,d,1409,84,45,,,,,,,,,,,,,,,,,,
d,1410,90,45,,d,1410,90,45,,,,,,,,,,,,,,,,,,
d,1411,88,45,,d,1411,88,45,,,,,,,,,,,,,,,,,,
d,1412,89,48,,d,1412,89,48,,,,,,,,,,,,,,,,,,
d,1413,89,46,,d,1413,89,46,,,,,,,,,,,,,,,,,,
d,1414,90,45,,d,1414,90,45,,,,,,,,,,,,,,,,,,
d,1415,90,45,,d,1415,90,45,,,,,,,,,,,,,,,,,,
d,1416,90,45,,d,1416,90,45,,,,,,,,,,,,,,,,,,
d,1417,91,46,,d,1417,91,46,,,,,,,,,,,,,,,,,,
d,1418,89,45,,d,1418,89,45,,,,,,,,,,,,,,,,,,
d,1419,89,45,,d,1419,89,45,,,,,,,,,,,,,,,,,,
d,1420,90,45,,d,1420,90,45,,,,,,,,,,,,,,,,,,
d,1421,90,45,,d,1421,90,45,,,,,,,,,,,,,,,,,,
d,1422,83,45,,d,1422,83,45,,,,,,,,,,,,,,,,,,
d,1423,84,45,,d,1423,84,45,,,,,,,,,,,,,,,,,,
d,1424,84,45,,d,1424,84,45,,,,,,,,,,,,,,,,,,
d,1425,90,45,,d,1425,90,45,,,,,,,,,,,,,,,,,,
d,1426,90,45,,d,1426,90,45,,,,,,,,,,,,,,,,,,
d,1427,83,45,,d,1427,83,45,,,,,,,,,,,,,,,,,,
d,1428,89,46,,d,1428,89,46,,,,,,,,,,,,,,,,,,
d,1429,90,45,,d,1429,90,45,,,,,,,,,,,,,,,,,,
d,1430,90,46,,d,1430,90,46,,,,,,,,,,,,,,,,,,
d,1431,91,45,,d,1431,91,45,,,,,,,,,,,,,,,,,,
d,1432,91,55,,d,1432,91,55,,,,,,,,,,,,,,,,,,
d,1433,89,46,,d,1433,89,46,,,,,,,,,,,,,,,,,,
d,1434,89,46,,d,1434,89,46,,,,,,,,,,,,,,,,,,
d,1435,90,46,,d,1435,90,46,,,,,,,,,,,,,,,,,,
d,1436,90,46,,d,1436,90,46,,,,,,,,,,,,,,,,,,
d,1437,91,46,,d,1437,91,46,,,,,,,,,,,,,,,,,,
d,1438,91,46,,d,1438,91,46,,,,,,,,,,,,,,,,,,
d,1439,84,46,,d,1439,84,46,,,,,,,,,,,,,,,,,,
d,1440,90,46,,d,1440,90,46,,,,,,,,,,,,,,,,,,
d,1441,90,46,,d,1441,90,46,,,,,,,,,,,,,,,,,,
d,1442,83,46,,d,1442,83,46,,,,,,,,,,,,,,,,,,
d,1443,84,46,,d,1443,84,46,,,,,,,,,,,,,,,,,,
d,1444,84,46,,d,1444,84,46,,,,,,,,,,,,,,,,,,
d,1445,90,46,,d,1445,90,46,,,,,,,,,,,,,,,,,,
d,1446,91,48,,d,1446,91,48,,,,,,,,,,,,,,,,,,
d,1447,91,47,,d,1447,91,47,,,,,,,,,,,,,,,,,,
d,1448,89,46,,d,1448,89,46,,,,,,,,,,,,,,,,,,
d,1449,90,46,,d,1449,90,46,,,,,,,,,,,,,,,,,,
d,1450,90,46,,d,1450,90,46,,,,,,,,,,,,,,,,,,
d,1451,90,46,,d,1451,90,46,,,,,,,,,,,,,,,,,,
d,1452,91,46,,d,1452,91,46,,,,,,,,,,,,,,,,,,
d,1453,91,46,,d,1453,91,46,,,,,,,,,,,,,,,,,,
d,1454,92,46,,d,1454,92,46,,,,,,,,,,,,,,,,,,
d,1455,93,47,,d,1455,93,47,,,,,,,,,,,,,,,,,,
d,1456,94,46,,d,1456,94,46,,,,,,,,,,,,,,,,,,
d,1457,95,51,,d,1457,95,51,,,,,,,,,,,,,,,,,,
d,1458,96,46,,d,1458,96,46,,,,,,,,,,,,,,,,,,
d,1459,84,47,,d,1459,84,47,,,,,,,,,,,,,,,,,,
d,1460,85,47,,d,1460,85,47,,,,,,,,,,,,,,,,,,
d,1461,93,47,,d,1461,93,47,,,,,,,,,,,,,,,,,,
d,1462,94,47,,d,1462,94,47,,,,,,,,,,,,,,,,,,
d,1463,95,47,,d,1463,95,47,,,,,,,,,,,,,,,,,,
d,1464,96,48,,d,1464,96,48,,,,,,,,,,,,,,,,,,
d,1465,90,47,,d,1465,90,47,,,,,,,,,,,,,,,,,,
d,1466,91,48,,d,1466,91,48,,,,,,,,,,,,,,,,,,
d,1467,91,47,,d,1467,91,47,,,,,,,,,,,,,,,,,,
d,1468,94,47,,d,1468,94,47,,,,,,,,,,,,,,,,,,
d,1469,95,47,,d,1469,95,47,,,,,,,,,,,,,,,,,,
d,1470,96,47,,d,1470,96,47,,,,,,,,,,,,,,,,,,
d,1471,93,55,,d,1471,93,55,,,,,,,,,,,,,,,,,,
d,1472,94,47,,d,1472,94,47,,,,,,,,,,,,,,,,,,
d,1473,95,47,,d,1473,95,47,,,,,,,,,,,,,,,,,,
d,1474,96,47,,d,1474,96,47,,,,,,,,,,,,,,,,,,
d,1475,95,50,,d,1475,95,50,,,,,,,,,,,,,,,,,,
d,1476,96,47,,d,1476,96,47,,,,,,,,,,,,,,,,,,
d,1477,93,48,,d,1477,93,48,,,,,,,,,,,,,,,,,,
d,1478,94,48,,d,1478,94,48,,,,,,,,,,,,,,,,,,
d,1479,95,47,,d,1479,95,47,,,,,,,,,,,,,,,,,,
d,1480,96,47,,d,1480,96,47,,,,,,,,,,,,,,,,,,
d,1481,97,47,,d,1481,97,47,,,,,,,,,,,,,,,,,,
d,1482,96,47,,d,1482,96,47,,,,,,,,,,,,,,,,,,
d,1483,97,49,,d,1483,97,49,,,,,,,,,,,,,,,,,,
d,1484,94,78,,d,1484,94,78,,,,,,,,,,,,,,,,,,
d,1485,95,48,,d,1485,95,48,,,,,,,,,,,,,,,,,,
d,1486,96,49,,d,1486,96,49,,,,,,,,,,,,,,,,,,
d,1487,97,47,,d,1487,97,47,,,,,,,,,,,,,,,,,,
d,1488,94,48,,d,1488,94,48,,,,,,,,,,,,,,,,,,
d,1489,95,48,,d,1489,95,48,,,,,,,,,,,,,,,,,,
d,1490,96,48,,d,1490,96,48,,,,,,,,,,,,,,,,,,
d,1491,93,48,,d,1491,93,48,,,,,,,,,,,,,,,,,,
d,1492,94,48,,d,1492,94,48,,,,,,,,,,,,,,,,,,
d,1493,95,48,,d,1493,95,48,,,,,,,,,,,,,,,,,,
d,1494,94,48,,d,1494,94,48,,,,,,,,,,,,,,,,,,
d,1495,95,48,,d,1495,95,48,,,,,,,,,,,,,,,,,,
d,1496,96,48,,d,1496,96,48,,,,,,,,,,,,,,,,,,
d,1497,97,49,,d,1497,97,49,,,,,,,,,,,,,,,,,,
d,1498,94,48,,d,1498,94,48,,,,,,,,,,,,,,,,,,
d,1499,95,70,,d,1499,95,70,,,,,,,,,,,,,,,,,,
d,1500,94,48,,d,1500,94,48,,,,,,,,,,,,,,,,,,
d,1501,95,80,,d,1501,95,80,,,,,,,,,,,,,,,,,,
d,1502,96,48,,d,1502,96,48,,,,,,,,,,,,,,,,,,
d,1503,97,50,,d,1503,97,50,,,,,,,,,,,,,,,,,,
d,1504,98,48,,d,1504,98,48,,,,,,,,,,,,,,,,,,
d,1505,99,48,,d,1505,99,48,,,,,,,,,,,,,,,,,,
d,1506,93,49,,d,1506,93,49,,,,,,,,,,,,,,,,,,
d,1507,94,48,,d,1507,94,48,,,,,,,,,,,,,,,,,,
d,1508,94,49,,d,1508,94,49,,,,,,,,,,,,,,,,,,
d,1509,95,48,,d,1509,95,48,,,,,,,,,,,,,,,,,,
d,1510,96,48,,d,1510,96,48,,,,,,,,,,,,,,,,,,
d,1511,99,49,,d,1511,99,49,,,,,,,,,,,,,,,,,,
d,1512,100,48,,d,1512,100,48,,,,,,,,,,,,,,,,,,
d,1513,94,48,,d,1513,94,48,,,,,,,,,,,,,,,,,,
d,1514,94,48,,d,1514,94,48,,,,,,,,,,,,,,,,,,
d,1515,95,48,,d,1515,95,48,,,,,,,,,,,,,,,,,,
d,1516,96,49,,d,1516,96,49,,,,,,,,,,,,,,,,,,
d,1517,95,51,,d,1517,95,51,,,,,,,,,,,,,,,,,,
d,1518,100,49,,d,1518,100,49,,,,,,,,,,,,,,,,,,
d,1519,101,49,,d,1519,101,49,,,,,,,,,,,,,,,,,,
d,1520,95,48,,d,1520,95,48,,,,,,,,,,,,,,,,,,
d,1521,99,49,,d,1521,99,49,,,,,,,,,,,,,,,,,,
d,1522,100,68,,d,1522,100,68,,,,,,,,,,,,,,,,,,
d,1523,94,51,,d,1523,94,51,,,,,,,,,,,,,,,,,,
